Subj,Cat,Sect,"Class
Nbr",Title,Day,Start,End,Bldg/Room,Type,Instructor,Units,Notes,Available
CHEM,1040,01,93251,GENERAL CHEM FOR ENGINEERS,MWF,11:00 AM,11:50 AM,SH 358B,LEC,"Shweikeh,Jamal",4.00,,Open
CHEM,1040,02,93253,GENERAL CHEM FOR ENGINEERS,MW,3:05 PM,4:20 PM,KH LH1,LEC,"Bahrami,Mohammad",4.00,,Closed
CHEM,1040,03,93254,GENERAL CHEM FOR ENGINEERS,T,8:00 AM,10:30 AM,ASCL 146,LAB,"Alwazna,Ahmad Osama",,,Open
CHEM,1040,04,93255,GENERAL CHEM FOR ENGINEERS,T,10:55 AM,1:25 PM,ASCL 146,LAB,,,,Closed
CHEM,1040,05,93256,GENERAL CHEM FOR ENGINEERS,T,1:50 PM,4:20 PM,ASCL 146,LAB,"Sode,Olaseni Oludayo",,,Closed
CHEM,1040,06,93523,GENERAL CHEM FOR ENGINEERS,T,6:00 PM,8:30 PM,ASCL 146,LAB,"Jeong,Myeong-Ho Iesou",,,Closed
CHEM,1040,07,93524,GENERAL CHEM FOR ENGINEERS,R,8:00 AM,10:30 AM,ASCL 146,LAB,"Khandoker,Morshed Monjurul",,,Open
CHEM,1040,08,93525,GENERAL CHEM FOR ENGINEERS,R,10:55 AM,1:25 PM,ASCL 146,LAB,"Darbinian,Manan",,,Open
CHEM,1040,10,93577,GENERAL CHEM FOR ENGINEERS,R,6:00 PM,8:30 PM,ASCL 146,LAB,"Salameh,Mohammad Mustafa",,,Open
CHEM,1040,11,93578,GENERAL CHEM FOR ENGINEERS,F,8:00 AM,10:30 AM,ASCL 146,LAB,"Alwazna,Ahmad Osama",,,Closed
CHEM,1100,01,93257,GENERAL CHEMISTRY I,MWF,9:00 AM,9:50 AM,SH 184,LEC,"Vellanoweth,Robert L",5.00,,Open
CHEM,1100,02,93258,GENERAL CHEMISTRY I,MW,4:30 PM,5:45 PM,ASCB 132,LEC,"Nickolaisen,Scott L",5.00,,Open
CHEM,1100,03,93259,GENERAL CHEMISTRY I,TR,4:30 PM,5:45 PM,ASCB 132,LEC,"Vincent,Jordan C.",5.00,,Open
CHEM,1100,04,93260,GENERAL CHEMISTRY I,TR,1:40 PM,2:55 PM,SH 358B,LEC,"Gomez,Frank A",5.00,,Open
CHEM,1100,05,93261,GENERAL CHEMISTRY I,MW,8:00 AM,10:30 AM,ASCL 156,LAB,,,,Closed
CHEM,1100,06,93262,GENERAL CHEMISTRY I,MW,8:00 AM,10:30 AM,ASCL 157,LAB,"Shweikeh,Jamal",,,Closed
CHEM,1100,07,93263,GENERAL CHEMISTRY I,MW,10:55 AM,1:25 PM,ASCL 156,LAB,"Lopez,Cecilia Irene",,,Closed
CHEM,1100,08,93264,GENERAL CHEMISTRY I,MW,10:55 AM,1:25 PM,ASCL 157,LAB,"Nickolaisen,Scott L",,,Closed
CHEM,1100,09,93265,GENERAL CHEMISTRY I,MW,1:50 PM,4:20 PM,ASCL 156,LAB,"Anderson,Vicki K",,,Closed
CHEM,1100,10,93266,GENERAL CHEMISTRY I,MW,1:50 PM,4:20 PM,ASCL 157,LAB,"Nickolaisen,Scott L",,,Closed
CHEM,1100,11,93556,GENERAL CHEMISTRY I,MW,6:00 PM,8:30 PM,ASCL 156,LAB,"Jiang,Dianlu",,,Open
CHEM,1100,12,93557,GENERAL CHEMISTRY I,MW,6:00 PM,8:30 PM,ASCL 157,LAB,"Ba,Yong",,,Open
CHEM,1100,13,93558,GENERAL CHEMISTRY I,TR,8:00 AM,10:30 AM,ASCL 156,LAB,"Ba,Yong",,,Closed
CHEM,1100,14,93559,GENERAL CHEMISTRY I,TR,10:55 AM,1:25 PM,ASCL 156,LAB,,,,Closed
CHEM,1100,15,93573,GENERAL CHEMISTRY I,TR,1:50 PM,4:20 PM,ASCL 156,LAB,"Aruoma,Okezie I",,,Closed
CHEM,1100,16,93574,GENERAL CHEMISTRY I,TR,6:00 PM,8:30 PM,ASCL 156,LAB,"Anderson,Vicki K",,,Open
CHEM,1100,17,93575,GENERAL CHEMISTRY I,FS,8:00 AM,10:30 AM,ASCL 156,LAB,"Jiang,Dianlu",,,Open
CHEM,1100,18,94856,GENERAL CHEMISTRY I,FS,8:00 AM,10:30 AM,ASCL 157,LAB,"Flores MS.,Maria Angelica",,,Open
CHEM,1100,19,94868,GENERAL CHEMISTRY I,FS,10:55 AM,1:25 PM,ASCL 156,LAB,"Flores MS.,Maria Angelica",,,Open
CHEM,1110,01,93267,GENERAL CHEMISTRY II,MWF,9:00 AM,9:50 AM,SH 358B,LEC,"Pikelny,Aleksandr",5.00,,Open
CHEM,1110,02,93268,GENERAL CHEMISTRY II,TR,12:15 PM,1:30 PM,SH 358B,LEC,"Vincent,Jordan C.",5.00,,Closed
CHEM,1110,03,93269,GENERAL CHEMISTRY II,MW,8:00 AM,10:30 AM,ASCL 146,LAB,"Afshar,Shahrara",,,Open
CHEM,1110,04,93642,GENERAL CHEMISTRY II,MW,10:55 AM,1:25 PM,ASCL 146,LAB,"Pikelny,Aleksandr",,,Closed
CHEM,1110,05,93643,GENERAL CHEMISTRY II,MW,1:50 PM,4:20 PM,ASCL 146,LAB,"Jeong,Myeong-Ho Iesou",,,Closed
CHEM,1110,06,93644,GENERAL CHEMISTRY II,MW,6:00 PM,8:30 PM,ASCL 146,LAB,"Anderson,Vicki K",,,Open
CHEM,1110,07,93645,GENERAL CHEMISTRY II,TR,8:00 AM,10:30 AM,ASCL 157,LAB,"Wen,Xin",,,Closed
CHEM,1110,08,93646,GENERAL CHEMISTRY II,TR,10:55 AM,1:25 PM,ASCL 157,LAB,"Wen,Xin",,,Closed
CHEM,1110,09,94855,GENERAL CHEMISTRY II,TR,1:50 PM,4:20 PM,ASCL 157,LAB,"Jeong,Myeong-Ho Iesou",,,Closed
CHEM,1110,10,95686,GENERAL CHEMISTRY II,TR,6:00 PM,8:30 PM,ASCL 157,LAB,"Molina,Claudia Lorena",,,Open
CHEM,2200,01,93271,ORGANIC CHEMISTRY I,MWF,8:00 AM,8:50 AM,BIOS 244,LEC,"Gutierrez,Carlos G",4.00,,Closed
CHEM,2200,02,93272,ORGANIC CHEMISTRY I,M,9:00 AM,9:50 AM,SH 163,REC,"Gutierrez,Carlos G",,,Closed
CHEM,2200,03,93273,ORGANIC CHEMISTRY I,W,9:00 AM,9:50 AM,SH 164A,REC,"Gutierrez,Carlos G",,,Closed
CHEM,2200,04,93274,ORGANIC CHEMISTRY I,MWF,9:00 AM,9:50 AM,BIOS 244,LEC,"Sirimanne,Chatu Thilanthi",4.00,,Closed
CHEM,2200,05,93275,ORGANIC CHEMISTRY I,M,10:00 AM,10:50 AM,SH 242,REC,"Sirimanne,Chatu Thilanthi",,,Closed
CHEM,2200,06,93276,ORGANIC CHEMISTRY I,W,10:00 AM,10:50 AM,SH 168,REC,"Sirimanne,Chatu Thilanthi",,,Closed
CHEM,2200,07,93277,ORGANIC CHEMISTRY I,MWF,10:00 AM,10:50 AM,BIOS 352,LEC,"Tunstad,Linda M.",4.00,,Open
CHEM,2200,08,93278,ORGANIC CHEMISTRY I,M,11:00 AM,11:50 AM,BIOS 247,REC,"Tunstad,Linda M.",,,Open
CHEM,2200,09,93279,ORGANIC CHEMISTRY I,W,11:00 AM,11:50 AM,BIOS 247,REC,"Tunstad,Linda M.",,,Open
CHEM,2200,10,93280,ORGANIC CHEMISTRY I,TR,4:30 PM,5:45 PM,BIOS 244,LEC,"Godinez,Carlos",4.00,,Open
CHEM,2200,11,93281,ORGANIC CHEMISTRY I,T,6:00 PM,6:50 PM,SH 238,REC,"Godinez,Carlos",,,Open
CHEM,2200,12,93282,ORGANIC CHEMISTRY I,R,6:00 PM,6:50 PM,SH 243A,REC,"Godinez,Carlos",,,Open
CHEM,2200,13,93600,ORGANIC CHEMISTRY I,MW,4:30 PM,5:45 PM,BIOS 352,LEC,"Molina,Claudia Lorena",4.00,,Open
CHEM,2200,14,93601,ORGANIC CHEMISTRY I,M,6:00 PM,6:50 PM,SH 139A,REC,"Molina,Claudia Lorena",,,Open
CHEM,2200,15,93602,ORGANIC CHEMISTRY I,W,6:00 PM,6:50 PM,BIOS 245,REC,"Molina,Claudia Lorena",,,Open
CHEM,2201,01,93283,ORGANIC CHEMISTRY LAB I,M,10:55 AM,1:25 PM,ASCB 250,LAB,"Bychinskaya,Inessa",1.00,,Closed
CHEM,2201,02,93284,ORGANIC CHEMISTRY LAB I,M,1:50 PM,4:20 PM,ASCB 250,LAB,"Molina,Claudia Lorena",1.00,,Closed
CHEM,2201,03,93285,ORGANIC CHEMISTRY LAB I,T,8:00 AM,10:30 AM,ASCB 250,LAB,"Chanmugathas,Chellappah",1.00,,Open
CHEM,2201,04,93286,ORGANIC CHEMISTRY LAB I,T,10:55 AM,1:25 PM,ASCB 250,LAB,"Chanmugathas,Chellappah",1.00,,Open
CHEM,2201,05,93287,ORGANIC CHEMISTRY LAB I,T,1:50 PM,4:20 PM,ASCB 250,LAB,"Darbinian,Manan",1.00,,Open
CHEM,2201,06,93288,ORGANIC CHEMISTRY LAB I,W,10:55 AM,1:25 PM,ASCB 250,LAB,"Chanmugathas,Chellappah",1.00,,Open
CHEM,2201,07,93289,ORGANIC CHEMISTRY LAB I,W,1:50 PM,4:20 PM,ASCB 250,LAB,"Yap,Kimo Bernard",1.00,,Open
CHEM,2201,08,93290,ORGANIC CHEMISTRY LAB I,R,8:00 AM,10:30 AM,ASCB 250,LAB,"Chanmugathas,Chellappah",1.00,,Open
CHEM,2211,01,93493,ORGANIC CHEMISTRY LAB II,M,1:50 PM,4:20 PM,ASCB 244,LAB,"Bychinskaya,Inessa",1.00,,Closed
CHEM,2211,03,93648,ORGANIC CHEMISTRY LAB II,W,1:50 PM,4:20 PM,ASCB 244,LAB,"Bychinskaya,Inessa",1.00,,Closed
CHEM,2211,04,95687,ORGANIC CHEMISTRY LAB II,R,1:50 PM,4:20 PM,ASCB 244,LAB,,1.00,,Open
CHEM,2300,01,93270,INTRO TO BIOMOLECULES,TR,8:00 AM,8:50 AM,BIOS 247,LEC,"Aruoma,Okezie I",2.00,,Open
CHEM,3000,01,93293,"NUTRITIONAL ASPECTS OF
BIOCHEM",MW,1:40 PM,2:55 PM,SH 162,LEC,"Khandoker,Morshed Monjurul",4.00,,Open
CHEM,3000,02,93294,"NUTRITIONAL ASPECTS OF
BIOCHEM",M,8:00 AM,10:30 AM,ASCL 129,LAB,"Aruoma,Okezie I",,,Open
CHEM,3000,03,93295,"NUTRITIONAL ASPECTS OF
BIOCHEM",T,8:00 AM,10:30 AM,ASCL 129,LAB,"Khandoker,Morshed Monjurul",,,Open
CHEM,3000,04,93296,"NUTRITIONAL ASPECTS OF
BIOCHEM",W,8:00 AM,10:30 AM,ASCL 129,LAB,"Aruoma,Okezie I",,,Open
CHEM,3100,01,93297,WRITING FOR CHEMISTS,TR,12:10 PM,1:00 PM,SH 246,LEC,"Yap,Kimo Bernard",3.00,,Open
CHEM,3100,02,93298,WRITING FOR CHEMISTS,T,1:50 PM,4:20 PM,ST F912,LAB,"Choi,Henry",,,Open
CHEM,3100,03,93299,WRITING FOR CHEMISTS,R,1:50 PM,4:20 PM,SH 259D,LAB,"Godinez,Carlos",,,Open
CHEM,3100,04,93906,WRITING FOR CHEMISTS,T,1:50 PM,4:20 PM,SH 259D,LAB,"Godinez,Carlos",,,Open
CHEM,3200,01,93537,ORGANIC CHEMISTRY II,MWF,8:00 AM,8:50 AM,BIOS 352,LEC,"Chanmugathas,Chellappah",4.00,,Open
CHEM,3200,02,93538,ORGANIC CHEMISTRY II,M,9:00 AM,9:50 AM,SH 137,REC,"Chanmugathas,Chellappah",,,Closed
CHEM,3200,03,93649,ORGANIC CHEMISTRY II,W,9:00 AM,9:50 AM,SH 137,REC,"Chanmugathas,Chellappah",,,Open
CHEM,3200,04,93539,ORGANIC CHEMISTRY II,MWF,9:00 AM,9:50 AM,BIOS 352,LEC,"Yap,Kimo Bernard",4.00,,Open
CHEM,3200,05,93540,ORGANIC CHEMISTRY II,M,10:00 AM,10:50 AM,SH 168,REC,"Yap,Kimo Bernard",,,Open
CHEM,3200,06,93541,ORGANIC CHEMISTRY II,W,10:00 AM,10:50 AM,SH 137,REC,"Yap,Kimo Bernard",,,Open
CHEM,3200,07,93542,ORGANIC CHEMISTRY II,TR,4:30 PM,5:45 PM,BIOS 352,LEC,"Bychinskaya,Inessa",4.00,,Closed
CHEM,3200,08,93543,ORGANIC CHEMISTRY II,T,6:00 PM,6:50 PM,BIOS 245,REC,"Bychinskaya,Inessa",,,Closed
CHEM,3200,09,93650,ORGANIC CHEMISTRY II,R,6:00 PM,6:50 PM,SH 238,REC,"Bychinskaya,Inessa",,,Closed
CHEM,3500,01,93300,QUANTITATIVE ANALYSIS,TR,11:10 AM,12:00 PM,SH 358B,LEC,"Wang,Yixian",4.00,,Open
CHEM,3500,02,93301,QUANTITATIVE ANALYSIS,MW,10:55 AM,1:25 PM,ASCB 151,LAB,"Flores,Antonia",,,Closed
CHEM,3500,03,93302,QUANTITATIVE ANALYSIS,MW,1:50 PM,4:20 PM,ASCB 151,LAB,"Flores MS.,Maria Angelica",,,Closed
CHEM,3500,04,93303,QUANTITATIVE ANALYSIS,TR,8:00 AM,10:30 AM,ASCB 150,LAB,"Jalali Heravi,Mehdi",,,Open
CHEM,3500,05,93304,QUANTITATIVE ANALYSIS,TR,1:50 PM,4:20 PM,ASCB 150,LAB,"Jalali Heravi,Mehdi",,,Open
CHEM,3500,06,94939,QUANTITATIVE ANALYSIS,TR,6:00 PM,8:30 PM,ASCB 150,LAB,,,,Closed
CHEM,3600,01,93305,INORGANIC CHEMISTRY,MWF,11:00 AM,12:07 PM,SH 242,LEC,"Liu,Yangyang",4.00,,Closed
CHEM,3800,01,93504,ANCIENT AND MODERN SCIENCE,TR,12:15 PM,1:30 PM,SH 242,LEC,"Matin-Asgari,Afshin",3.00,Combine with HIST 3800 01/PHIL 3800 01,Open
CHEM,4200,01,95689,ADVANCED ORGANIC CHEMISTRY,MW,3:05 PM,4:20 PM,BIOS 247,LEC,"Selke,Matthias",3.00,,Open
CHEM,4300,01,93306,INTRODUCTION TO BIOCHEMISTRY,TR,4:30 PM,5:45 PM,BIOS 247,LEC,"Momand,Jamil Ahmad",3.00,,Closed
CHEM,4310,01,93307,BIOCHEMISTRY I,MWF,9:00 AM,9:50 AM,SH 242,LEC,"Lopez,Cecilia Irene",3.00,,Open
CHEM,4310,02,93308,BIOCHEMISTRY I,MWF,10:00 AM,10:50 AM,BIOS 247,LEC,"Lee,Anthony",3.00,,Open
CHEM,4311,01,93309,BIOCHEMISTRY LABORATORY I,MW,10:55 AM,1:25 PM,ASCL 127,LAB,"Hsia,Mon",2.00,,Open
CHEM,4311,02,93310,BIOCHEMISTRY LABORATORY I,MW,1:50 PM,4:20 PM,ASCL 127,LAB,"Hsia,Mon",2.00,,Open
CHEM,4311,03,93311,BIOCHEMISTRY LABORATORY I,TR,8:00 AM,10:30 AM,ASCL 127,LAB,"Voda,Mircea Razvan",2.00,,Open
CHEM,4311,04,93923,BIOCHEMISTRY LABORATORY I,TR,1:50 PM,4:20 PM,ASCL 127,LAB,"Lee,Anthony",2.00,,Open
CHEM,4320,01,93729,BIOCHEMISTRY II,MWF,9:00 AM,9:50 AM,SH 366,LEC,"Hayes,Michael Lloyd",3.00,,Open
CHEM,4321,01,93730,BIOCHEMISTRY LABORATORY II,MW,10:55 AM,1:25 PM,ASCL 129,LAB,"Lee,Anthony",2.00,,Open
CHEM,4321,02,95690,BIOCHEMISTRY LABORATORY II,MW,1:50 PM,4:20 PM,ASCL 129,LAB,"Momand,Jamil Ahmad",2.00,,Open
CHEM,4410,01,93312,PHYS CHEM: QUANTUM MECH & KIN,MWF,9:25 AM,10:32 AM,BIOS 334,LEC,"Foster Connor,Krishna L",4.00,,Open
CHEM,4420,01,93478,PHYS CHEM: THERMODYNAMICS,MWF,8:00 AM,8:50 AM,BIOS 334,LEC,"Sode,Olaseni Oludayo",3.00,,Open
CHEM,4431,01,95691,PHYSICAL CHEMISTRY LABORATORY,T,12:10 PM,5:10 PM,BIOS 331,LAB,,2.00,,Open
CHEM,4460,01,95692,DRUG DELIVERY,MW,1:40 PM,2:55 PM,ST F912,LEC,"Ba,Yong",3.00,,Open
CHEM,4520,01,93313,ANALYTICAL SEPARATIONS,W,12:15 PM,1:05 PM,ST F912,LEC,,2.00,,Open
CHEM,4520,02,93314,ANALYTICAL SEPARATIONS,W,1:50 PM,4:20 PM,BIOS 331,LAB,,,,Closed
CHEM,4520,03,95693,ANALYTICAL SEPARATIONS,W,6:00 PM,8:30 PM,BIOS 331,LAB,,,,Open
CHEM,4530,01,93315,ELECTROCHEMISTRY,M,12:15 PM,1:05 PM,ST F912,LEC,"Jiang,Dianlu",2.00,,Open
CHEM,4530,02,93604,ELECTROCHEMISTRY,M,1:50 PM,4:20 PM,BIOS 331,LAB,"Jiang,Dianlu",,,Closed
CHEM,4810,01,93316,ADVANCED SYNTHETIC METHODS,TR,8:00 AM,10:30 AM,ASCB 244,LAB,"Zhang,Dong",2.00,,Open
CHEM,4820,01,93562,BIOMEDICAL SEMINARS & PRES,F,2:00 PM,3:40 PM,SH 141,ACT,"Tunstad,Linda M.",1.00,,Open
CHEM,4830,01,93317,HISTORY OF CHEMISTRY,TR,6:00 PM,7:15 PM,BIOS 247,LEC,"Goldwhite,Harold",3.00,,Open
CHEM,4890,01,93652,MOLECULAR SCIENCE CAPSTONE,MW,4:30 PM,5:45 PM,BIOS 245,LEC,"Vincent,Jordan C.",3.00,,Open
CHEM,5100,01,93318,INTRODUCTION TO RESEARCH,MWF,11:00 AM,11:50 AM,BIOS 244,SEM,"Momand,Jamil Ahmad",3.00,,Open
CHEM,5120,01,94899,GRADUATE SEMINAR: CHEMISTRY II,T,12:00 PM,1:40 PM,BIOS 334,ACT,"Hayes,Michael Lloyd",1.00,,Open
CHEM,5330,01,95696,"TRANS CONTROL OF GENE
EXPRESS",TR,1:40 PM,2:55 PM,SH 164B,LEC,"Vellanoweth,Robert L",3.00,,Open
CHEM,5400,01,93925,QUANTUM CHEMISTRY,TR,4:30 PM,5:45 PM,BIOS 245,LEC,"Sode,Olaseni Oludayo",3.00,,Open
CHEM,5600,01,95697,ADVANCED INORGANIC CHEMISTRY,MW,1:40 PM,2:55 PM,PE 202,SEM,"Selke,Matthias",3.00,,Open
CHIN,1001,01,90511,ELEMENTARY MANDARIN,MWF,11:00 AM,12:07 PM,KH B3018,LEC,"Wu,Qingyun",4.00,,Open
CHIN,1001,02,90512,ELEMENTARY MANDARIN,TR,6:00 PM,7:40 PM,KH D1041,LEC,"Chiu,Hsin-Fu",4.00,,Open
CHIN,2001,01,90794,INTERMEDIATE MANDARIN,MWF,12:15 PM,1:22 PM,SH 339,LEC,"Wu,Qingyun",4.00,,Open
CHIN,3001,01,90807,ADVANCED CHINESE I,MW,3:05 PM,4:20 PM,KH D1041,LEC,"Wu,Qingyun",3.00,,Open
CHIN,3800,01,95972,BUSINESS CHINESE,TR,1:40 PM,2:55 PM,KH C5103,LEC,"Chiu,Hsin-Fu",3.00,,Open
CHIN,4030,01,95973,CONTRAST ANALYSIS CHIN/ENGL ST,TR,4:30 PM,5:45 PM,KH B1018,LEC,"Chiu,Hsin-Fu",3.00,,Open
CHIN,4510,01,95974,PROSEMINAR:CHINESE LINGUISTICS,TR,12:15 PM,1:30 PM,HDFC 236,LEC,"Chiu,Hsin-Fu",3.00,,Open
CIS,1200,01,91181,INFORMATION & TECH LITERACY,M,6:00 PM,8:45 PM,SH 345,LEC,"Lyons,Anthony Craig",3.00,,Open
CIS,1200,02,91182,INFORMATION & TECH LITERACY,MW,4:30 PM,5:45 PM,SH 344,LEC,"Ganesan,Nandakumar",3.00,,Open
CIS,1200,03,91251,INFORMATION & TECH LITERACY,TR,1:40 PM,2:55 PM,SH 342,LEC,"Frausto,J. Hector",3.00,,Closed
CIS,1200,04,91252,INFORMATION & TECH LITERACY,MW,3:05 PM,4:20 PM,SH 345,LEC,"Weissman,Jan I",3.00,,Open
CIS,2830,01,91029,INTRO TO APPLICATION PROG,MW,4:30 PM,5:45 PM,SH 366,LEC,"Perez-Carballo,Jose",3.00,,Open
CIS,2830,02,91030,INTRO TO APPLICATION PROG,TR,12:15 PM,1:30 PM,SH 358A,LEC,"Balan,Shilpa",3.00,,Open
CIS,2830,03,91031,INTRO TO APPLICATION PROG,TR,4:30 PM,5:45 PM,SH 366,LEC,"Perez-Carballo,Jose",3.00,,Open
CIS,3010,01,91032,"MANAGEMENT INFORMATION
SYSTEMS",T,6:00 PM,8:45 PM,KH B2007,LEC,"Gadish,David A.",3.00,,Open
CIS,3010,02,91033,"MANAGEMENT INFORMATION
SYSTEMS",MW,12:15 PM,1:30 PM,SH 344,LEC,"Ganesan,Nandakumar",3.00,,Closed
CIS,3010,03,91034,"MANAGEMENT INFORMATION
SYSTEMS",MW,4:30 PM,5:45 PM,SH 356,LEC,"Weissman,Jan I",3.00,,Open
CIS,3010,04,91035,"MANAGEMENT INFORMATION
SYSTEMS",M,6:00 PM,8:45 PM,SH 261,LEC,"Weissman,Jan I",3.00,,Open
CIS,3010,05,91036,"MANAGEMENT INFORMATION
SYSTEMS",TR,10:50 AM,12:05 PM,SH 261,LEC,"Vallelunga,Marshall Jon",3.00,,Closed
CIS,3010,06,91037,"MANAGEMENT INFORMATION
SYSTEMS",TR,1:40 PM,2:55 PM,SH 261,LEC,"Gadish,David A.",3.00,,Open
CIS,3010,07,91038,"MANAGEMENT INFORMATION
SYSTEMS",TR,4:30 PM,5:45 PM,SH 259,LEC,"Gadish,David A.",3.00,,Open
CIS,3010,08,91039,"MANAGEMENT INFORMATION
SYSTEMS",MW,1:40 PM,2:55 PM,SH 345,LEC,,3.00,,Closed
CIS,3010,09,91040,"MANAGEMENT INFORMATION
SYSTEMS",W,6:00 PM,8:45 PM,SH 258,LEC,"Weissman,Jan I",3.00,,Open
CIS,3010,10,91041,"MANAGEMENT INFORMATION
SYSTEMS",R,6:00 PM,8:45 PM,SH 259,LEC,"Lyons,Anthony Craig",3.00,,Open
CIS,3010,11,91042,"MANAGEMENT INFORMATION
SYSTEMS",S,11:00 AM,1:45 PM,SH 259,LEC,"Vallelunga,Marshall Jon",3.00,,Open
CIS,3010,12,91043,"MANAGEMENT INFORMATION
SYSTEMS",MW,3:05 PM,4:20 PM,SH 259,LEC,,3.00,,Open
CIS,3010,13,91044,"MANAGEMENT INFORMATION
SYSTEMS",TBA,,,Online,LEC,"Slusky,Ludwig",3.00,Instruction is online.,Open
CIS,3010,14,96890,"MANAGEMENT INFORMATION
SYSTEMS",TR,3:05 PM,4:20 PM,ASCB 132,LEC,"Vallelunga,Marshall Jon",3.00,,Open
CIS,3050,01,91144,"DATABASE DESIGN &
DEVELOPMENT",MW,12:15 PM,1:30 PM,SH 356,LEC,,3.00,,Closed
CIS,3050,02,91145,"DATABASE DESIGN &
DEVELOPMENT",MW,3:05 PM,4:20 PM,SH 356,LEC,,3.00,,Open
CIS,3050,03,91146,"DATABASE DESIGN &
DEVELOPMENT",W,6:00 PM,8:45 PM,SH 356,LEC,"Li,Lusi",3.00,,Open
CIS,3050,04,97390,"DATABASE DESIGN &
DEVELOPMENT",T,6:00 PM,8:45 PM,SH 362,LEC,,3.00,,Open
CIS,3060,01,91147,SYSTEMS ANALYSIS AND DESIGN,TR,12:15 PM,1:30 PM,SH 344,LEC,"Huarng,Shyuh Dahn A",3.00,,Open
CIS,3060,02,91148,SYSTEMS ANALYSIS AND DESIGN,T,6:00 PM,8:45 PM,KH C2092,LEC,"Sultan,Vivian Amin",3.00,,Closed
CIS,3060,03,91298,SYSTEMS ANALYSIS AND DESIGN,MW,1:40 PM,2:55 PM,SH 261,LEC,"Huarng,Shyuh Dahn A",3.00,,Open
CIS,3200,01,94081,DATA PROCESSNG & ANALYTICS,M,6:00 PM,8:45 PM,SH 342,LEC,,3.00,,Closed
CIS,3200,02,95389,DATA PROCESSNG & ANALYTICS,T,6:00 PM,8:45 PM,SH 261,LEC,"Thomas,Phillip D",3.00,,Open
CIS,3200,03,97360,DATA PROCESSNG & ANALYTICS,M,4:30 PM,5:45 PM,SH 363,LEC,"Woo,Jongwook",3.00,Instruction is partially online.,Open
CIS,3610,01,91143,WEB DESIGN AND DEVELOPMENT,TR,1:40 PM,2:55 PM,SH 344,LEC,"Thomas,Phillip D",3.00,,Open
CIS,3610,02,91305,WEB DESIGN AND DEVELOPMENT,T,6:00 PM,8:45 PM,SH 358A,LEC,"Guzman,Oscar",3.00,,Closed
CIS,3610,03,95200,WEB DESIGN AND DEVELOPMENT,MW,4:30 PM,5:45 PM,SH 358A,LEC,"Guzman,Oscar",3.00,,Open
CIS,3610,04,95390,WEB DESIGN AND DEVELOPMENT,W,6:00 PM,8:45 PM,SH 362,LEC,"Guzman,Oscar",3.00,,Closed
CIS,3830,01,94173,MULTIMEDIA AND GAME APPL PROG,TR,4:30 PM,5:45 PM,SH 356,LEC,"Thomas,Phillip D",3.00,,Closed
CIS,4100,01,91149,"HARDWARE & SOFTWARE
ARCHITECTU",MW,1:40 PM,2:55 PM,SH 165,LEC,"Wasley,Knox",3.00,,Closed
CIS,4100,02,91150,"HARDWARE & SOFTWARE
ARCHITECTU",W,6:00 PM,8:45 PM,ET A210,LEC,"Xing,Song",3.00,,Closed
CIS,4100,03,95041,"HARDWARE & SOFTWARE
ARCHITECTU",F,12:00 PM,2:45 PM,SH 259,LEC,"Thomas,Phillip D",3.00,,Open
CIS,4150,01,94181,FOUND OF BUS INTELLIGENCE,TR,10:50 AM,12:05 PM,SH 358A,LEC,"Balan,Shilpa",3.00,,Closed
CIS,4200,01,94182,"BUS INTELLIGENCE & DATA
WAREHO",MW,3:05 PM,4:20 PM,SH 358A,LEC,"Li,Lusi",3.00,,Closed
CIS,4200,02,96810,"BUS INTELLIGENCE & DATA
WAREHO",MW,12:15 PM,1:30 PM,SH 345,LEC,"Li,Lusi",3.00,,Closed
CIS,4240,01,96394,WIDE AREA NETWORKS,F,4:00 PM,6:45 PM,SH 358A,LEC,,3.00,,Closed
CIS,4510,01,91151,"FUNDAMENTALS OF ERP
TECHNOLOGY",M,6:00 PM,8:45 PM,SH 259,LEC,"Mikaelian,Ovanes",3.00,,Open
CIS,4510,02,91306,"FUNDAMENTALS OF ERP
TECHNOLOGY",R,6:00 PM,8:45 PM,SH 358A,LEC,"Sultan,Vivian Amin",3.00,,Closed
CIS,4540,01,95025,SPECIAL TOPICS IN CIS,M,6:00 PM,8:45 PM,SH 358A,LEC,"Khoee,Susan",3.00,,Closed
CIS,4560,01,91239,INTRODUCTION TO BIG DATA,M,1:40 PM,2:55 PM,SH 358A,LEC,"Woo,Jongwook",3.00,Instruction is partially online.,Open
CIS,4570,01,91152,ADVANCED JAVA PROGRAMMING,MW,3:05 PM,4:20 PM,SH 366,LEC,"Perez-Carballo,Jose",3.00,,Open
CIS,4580,01,91254,E-BUSINESS APPL DVL WTH ORACLE,W,6:00 PM,8:45 PM,SH 261,LEC,"Khoee,Susan",3.00,,Closed
CIS,4590,01,94184,ADV INFO SYSTEMS DEVELOPMENT,M,6:00 PM,8:45 PM,SH 362,LEC,"Seetao,David",3.00,,Open
CIS,4760,01,96396,"PROJECT PLANNING W/ MS
PROJECT",MW,1:40 PM,2:55 PM,SH 362,LEC,,3.00,,Closed
CIS,4840,03,95013,COMMUNICATIONS SYSTEMS,TR,1:40 PM,2:55 PM,SH 362,LEC,"Vallelunga,Marshall Jon",3.00,,Closed
